"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"SF/PF","Trey Lyles",3700,"LAL@DEN 12/02/2017 09:00PM ET",9.375,"DEN","LAL",21.79,0,24.75
"SF/PF","Juancho Hernangomez",3700,"LAL@DEN 12/02/2017 09:00PM ET",9.325,"DEN","LAL",0,0,0
"PG/SG","Jameer Nelson",3500,"NO@POR 12/02/2017 10:00PM ET",18.105,"NO","POR",15.31,0,12.75
"SG/SF","E'Twaun Moore",3500,"NO@POR 12/02/2017 10:00PM ET",19.952,"NO","POR",22.48,0,22.75
"PG/SG","Shabazz Napier",3500,"NO@POR 12/02/2017 10:00PM ET",13.694,"POR","NO",11.21,0,32.75
"PF","Caleb Swanigan",3500,"NO@POR 12/02/2017 10:00PM ET",8.038,"POR","NO",0,0,0
"SF","Darius Miller",3400,"NO@POR 12/02/2017 10:00PM ET",11.952,"NO","POR",12.87,0,19.5
"SG/SF","Pat Connaughton",3400,"NO@POR 12/02/2017 10:00PM ET",11.875,"POR","NO",7.7,0,21
"SF/PF","Maurice Harkless",3400,"NO@POR 12/02/2017 10:00PM ET",13.932,"POR","NO",0,0,0
"C","Ivica Zubac",3400,"LAL@DEN 12/02/2017 09:00PM ET",1.6,"LAL","DEN",0,0,0
"SF/PF","Dante Cunningham",3300,"NO@POR 12/02/2017 10:00PM ET",12.333,"NO","POR",12.87,0,26
"PF/C","Ed Davis",3300,"NO@POR 12/02/2017 10:00PM ET",16.773,"POR","NO",12.43,0,11
"PG/SG","Ian Clark",3200,"NO@POR 12/02/2017 10:00PM ET",9.944,"NO","POR",3.46,0,4
"PF/C","Meyers Leonard",3200,"NO@POR 12/02/2017 10:00PM ET",8.964,"POR","NO",8.4,0,27
"SG/SF","Tony Allen",3100,"NO@POR 12/02/2017 10:00PM ET",10,"NO","POR",7.22,0,11
"PF","Cheick Diallo",3100,"NO@POR 12/02/2017 10:00PM ET",5.55,"NO","POR",0,0,0
"C","Alexis Ajinca",3000,"NO@POR 12/02/2017 10:00PM ET",0,"NO","POR",0,0,0
"C","Omer Asik",3000,"NO@POR 12/02/2017 10:00PM ET",7.25,"NO","POR",5.3,0,11.25
"SF/PF","Solomon Hill",3000,"NO@POR 12/02/2017 10:00PM ET",0,"NO","POR",0,0,0
"SG/SF","CJ Wilcox",3000,"NO@POR 12/02/2017 10:00PM ET",0,"POR","NO",0,0,0
"SF","Jalen Jones",3000,"NO@POR 12/02/2017 10:00PM ET",2.667,"NO","POR",0,0,0
"SG","Charles Cooke",3000,"NO@POR 12/02/2017 10:00PM ET",2.75,"NO","POR",0,0,0
"SF/PF","Jake Layman",3000,"NO@POR 12/02/2017 10:00PM ET",3.425,"POR","NO",0,0,0
"PG/SG","Wade Baldwin IV",3000,"NO@POR 12/02/2017 10:00PM ET",0,"POR","NO",0,0,0
"PG","Frank Jackson",3000,"NO@POR 12/02/2017 10:00PM ET",0,"NO","POR",0,0,0
"PF/C","Zach Collins",3000,"NO@POR 12/02/2017 10:00PM ET",1.571,"POR","NO",0,0,0
"SF/PF","Richard Jefferson",3000,"LAL@DEN 12/02/2017 09:00PM ET",3,"DEN","LAL",7.35,0,7.75
"SF/PF","Luol Deng",3000,"LAL@DEN 12/02/2017 09:00PM ET",5,"LAL","DEN",0,0,0
"C","Andrew Bogut",3000,"LAL@DEN 12/02/2017 09:00PM ET",7.304,"LAL","DEN",5.32,0,0
"SG/SF","Corey Brewer",3000,"LAL@DEN 12/02/2017 09:00PM ET",7.881,"LAL","DEN",6.6,0,0
"PF","Darrell Arthur",3000,"LAL@DEN 12/02/2017 09:00PM ET",4.375,"DEN","LAL",6.46,0,0
"PG/SG","Vander Blue",3000,"LAL@DEN 12/02/2017 09:00PM ET",0.938,"LAL","DEN",0,0,0
"SG/SF","Torrey Craig",3000,"LAL@DEN 12/02/2017 09:00PM ET",1.25,"DEN","LAL",0,0,0
"PG/SG","Alex Caruso",3000,"LAL@DEN 12/02/2017 09:00PM ET",4.75,"LAL","DEN",0,0,0
"PG","Monte Morris",3000,"LAL@DEN 12/02/2017 09:00PM ET",0,"DEN","LAL",0,0,0
"PG/SG","Josh Hart",3000,"LAL@DEN 12/02/2017 09:00PM ET",7.891,"LAL","DEN",0,0,23.25
"PG/SG","Tyler Ennis",3000,"LAL@DEN 12/02/2017 09:00PM ET",4.725,"LAL","DEN",0,0,0
"SG","Malik Beasley",3000,"LAL@DEN 12/02/2017 09:00PM ET",6.139,"DEN","LAL",0,0,0
"PF","Tyler Lydon",3000,"LAL@DEN 12/02/2017 09:00PM ET",0,"DEN","LAL",0,0,0
"PF/C","Thomas Bryant",3000,"LAL@DEN 12/02/2017 09:00PM ET",0,"LAL","DEN",0,0,0
