"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PG","Tyler Ulis",4200,"TOR@PHO 12/13/2017 09:00PM ET",17.769,"PHO","TOR",21.51,22.3,34.25
"SG/SF","Josh Jackson",4200,"TOR@PHO 12/13/2017 09:00PM ET",17.42,"PHO","TOR",19.69,21.4,2.75
"PF/C","Marquese Chriss",4000,"TOR@PHO 12/13/2017 09:00PM ET",17.277,"PHO","TOR",18.95,20.2,5.75
"PF/C","Frank Kaminsky",4000,"CHA@HOU 12/13/2017 09:30PM ET",19.239,"CHA","HOU",18.66,18,8
"SG/SF","CJ Miles",3800,"TOR@PHO 12/13/2017 09:00PM ET",16.807,"TOR","PHO",14.65,17,8.75
"SG","Troy Daniels",3800,"TOR@PHO 12/13/2017 09:00PM ET",9.714,"PHO","TOR",17.35,17.9,41.25
"PG","Fred VanVleet",3800,"TOR@PHO 12/13/2017 09:00PM ET",14.81,"TOR","PHO",20.1,19.2,13
"C","Cody Zeller",3800,"CHA@HOU 12/13/2017 09:30PM ET",17.882,"CHA","HOU",0,0,0
"PF","Jared Dudley",3700,"TOR@PHO 12/13/2017 09:00PM ET",12.354,"PHO","TOR",6.19,10.9,0
"PF/C","Jakob Poeltl",3700,"TOR@PHO 12/13/2017 09:00PM ET",15.49,"TOR","PHO",19.11,18.4,12.5
"PF","Pascal Siakam",3700,"TOR@PHO 12/13/2017 09:00PM ET",17.427,"TOR","PHO",12.94,14.7,11
"SG/SF","Norman Powell",3600,"TOR@PHO 12/13/2017 09:00PM ET",16.202,"TOR","PHO",10.43,10.6,2.25
"SF/PF","PJ Tucker",3600,"CHA@HOU 12/13/2017 09:30PM ET",17.94,"HOU","CHA",16.15,16.6,12
"PG","Michael Carter-Williams",3600,"CHA@HOU 12/13/2017 09:30PM ET",14.267,"CHA","HOU",10.08,12,10.75
"PG/SG","Malik Monk",3600,"CHA@HOU 12/13/2017 09:30PM ET",11.902,"CHA","HOU",2.12,0,7
"PG/SG","Delon Wright",3500,"TOR@PHO 12/13/2017 09:00PM ET",16.536,"TOR","PHO",0,0,0
"SF/PF","OG Anunoby",3500,"TOR@PHO 12/13/2017 09:00PM ET",12.39,"TOR","PHO",16,17.6,12
"C","Lucas Nogueira",3400,"TOR@PHO 12/13/2017 09:00PM ET",11.265,"TOR","PHO",0,0,0
"SF/PF","Dragan Bender",3400,"TOR@PHO 12/13/2017 09:00PM ET",12.268,"PHO","TOR",13.04,8.1,13.5
"C","Nene Hilario",3300,"CHA@HOU 12/13/2017 09:30PM ET",14.194,"HOU","CHA",0,12.9,14
"SF/PF","Luc Richard Mbah a Moute",3300,"CHA@HOU 12/13/2017 09:30PM ET",16.435,"HOU","CHA",13.74,13.5,0
"C","Alan Williams",3200,"TOR@PHO 12/13/2017 09:00PM ET",0,"PHO","TOR",0,0,0
"SG/SF","Dwayne Bacon",3200,"CHA@HOU 12/13/2017 09:30PM ET",9.93,"CHA","HOU",3.14,0,0
"PG","Bobby Brown",3100,"CHA@HOU 12/13/2017 09:30PM ET",4.391,"HOU","CHA",0,0,0
"PF/C","Tarik Black",3100,"CHA@HOU 12/13/2017 09:30PM ET",8.569,"HOU","CHA",0,0,0
"PG","Lorenzo Brown",3000,"TOR@PHO 12/13/2017 09:00PM ET",4.375,"TOR","PHO",0,0,0
"PG/SG","Brandon Knight",3000,"TOR@PHO 12/13/2017 09:00PM ET",0,"PHO","TOR",0,0,0
"PF","Alfonzo McKinnie",3000,"TOR@PHO 12/13/2017 09:00PM ET",2.594,"TOR","PHO",0,0,0
"PF","Malcolm Miller",3000,"TOR@PHO 12/13/2017 09:00PM ET",0,"TOR","PHO",0,0,0
"SG/SF","Danuel House",3000,"TOR@PHO 12/13/2017 09:00PM ET",2.75,"PHO","TOR",0,0,4.75
"SG/SF","Davon Reed",3000,"TOR@PHO 12/13/2017 09:00PM ET",0,"PHO","TOR",0,0,0
"PF","Alec Peters",3000,"TOR@PHO 12/13/2017 09:00PM ET",3.75,"PHO","TOR",0,0,0
"SF","Bruno Caboclo",3000,"TOR@PHO 12/13/2017 09:00PM ET",2.375,"TOR","PHO",0,0,0
"PG/SG","Julyan Stone",3000,"CHA@HOU 12/13/2017 09:30PM ET",9.625,"CHA","HOU",0,0,0
"PF/C","Johnny O'Bryant III",3000,"CHA@HOU 12/13/2017 09:30PM ET",9.104,"CHA","HOU",0,0,0
"PG","Briante Weber",3000,"CHA@HOU 12/13/2017 09:30PM ET",1.688,"HOU","CHA",0,0,0
"SG/SF","Treveon Graham",3000,"CHA@HOU 12/13/2017 09:30PM ET",11.484,"CHA","HOU",9.29,7.1,8.75
"PG","Marcus Paige",3000,"CHA@HOU 12/13/2017 09:30PM ET",2.5,"CHA","HOU",0,0,0
"PF/C","Mangok Mathiang",3000,"CHA@HOU 12/13/2017 09:30PM ET",2.5,"CHA","HOU",0,0,0
"PG","Demetrius Jackson",3000,"CHA@HOU 12/13/2017 09:30PM ET",2.854,"HOU","CHA",0,0,0
"SG","Troy Williams",3000,"CHA@HOU 12/13/2017 09:30PM ET",3.25,"HOU","CHA",0,0,0
"PF/C","Chinanu Onuaku",3000,"CHA@HOU 12/13/2017 09:30PM ET",0,"HOU","CHA",0,0,0
"PF/C","Zhou Qi",3000,"CHA@HOU 12/13/2017 09:30PM ET",4.114,"HOU","CHA",0,0,0
